NÓMINA,apvCurso,apvFecIni,apvFecTer,apvPlantel,apvPromedio,apvTitulo,TERMINADO
551353,EXCEL AVANZADO,2016-06-28,2016-07-06,UAG    ,0.0,Constancia,SI
534473,EXCEL AVANZADO,2016-06-28,2016-07-06,UAG    ,0.0,Constancia,SI
553148,EXCEL AVANZADO,2016-06-28,2016-07-06,UAG    ,0.0,Constancia,SI
551834,IMAGEN PROFESIONAL ,2016-07-02,2016-07-23,UAG    ,0.0,Constancia,SI
546904,IMAGEN PROFESIONAL ,2016-07-02,2016-07-23,UAG    ,0.0,Constancia,SI
562861,IMAGEN PROFESIONAL ,2016-07-02,2016-07-23,UAG    ,0.0,Constancia,SI
533670,IMAGEN PROFESIONAL ,2016-07-02,2016-07-23,UAG    ,0.0,Constancia,SI
533735,ENFOCADOS AL COLABORADOR,2016-07-21,2016-08-04,UAG    ,0.0,Constancia,SI
538125,ATENCION A ALUMNOS CON NECESIDADES EDUCATIVAS ESPECIALES,2016-08-01,2016-08-05,UAG    ,0.0,Constancia,SI
564508,ATENCION A ALUMNOS CON NECESIDADES EDUCATIVAS ESPECIALES,2016-08-01,2016-08-05,UAG    ,0.0,Constancia,SI
539265,ATENCION A ALUMNOS CON NECESIDADES EDUCATIVAS ESPECIALES,2016-08-01,2016-08-05,UAG    ,0.0,Constancia,SI
556602,ATENCION A ALUMNOS CON NECESIDADES EDUCATIVAS ESPECIALES,2016-08-01,2016-08-05,UAG    ,0.0,Constancia,SI
556619,ATENCION A ALUMNOS CON NECESIDADES EDUCATIVAS ESPECIALES,2016-08-01,2016-08-05,UAG    ,0.0,Constancia,SI
564728,ATENCION A ALUMNOS CON NECESIDADES EDUCATIVAS ESPECIALES,2016-08-01,2016-08-05,UAG    ,0.0,Constancia,SI
540694,ATENCION A ALUMNOS CON NECESIDADES EDUCATIVAS ESPECIALES,2016-08-01,2016-08-05,UAG    ,0.0,Constancia,SI
558693,ORACLE RIGHTNOW,2016-04-07,2016-04-15,UAG    ,0.0,Constancia,SI
547549,ORACLE RIGHTNOW,2016-04-07,2016-04-15,UAG    ,0.0,Constancia,SI
552637,ORACLE RIGHTNOW,2016-04-07,2016-04-15,UAG    ,0.0,Constancia,SI
562524,ORACLE RIGHTNOW,2016-04-07,2016-04-15,UAG    ,0.0,Constancia,SI
542582,ORACLE RIGHTNOW,2016-04-07,2016-04-15,UAG    ,0.0,Constancia,SI
562201,PENSAMIENTO FILOSOFICO UAG,2016-07-18,2016-07-29,UAG    ,0.0,Constancia,SI
566025,INDUCCION UAG,2016-08-05,2016-08-06,UAG    ,0.0,Constancia,SI
566111,INDUCCION UAG,2016-08-05,2016-08-06,UAG    ,0.0,Constancia,SI
547903,ENFOCADOS AL COLABORADOR,2016-07-21,2016-08-04,UAG    ,0.0,Constancia,SI
560234,ENFOCADOS AL COLABORADOR,2016-07-21,2016-08-04,UAG    ,0.0,Constancia,SI
534617,ENFOCADOS AL COLABORADOR,2016-07-21,2016-08-04,UAG    ,0.0,Constancia,SI
547972,PENSAMIENTO FILOSOFICO UAG,2016-08-15,2016-08-26,UAG    ,0.0,Constancia,SI
551542,PENSAMIENTO FILOSOFICO UAG,2016-08-16,2016-08-26,UAG    ,0.0,Constancia,SI
558820,PENSAMIENTO FILOSOFICO UAG,2016-08-15,2016-08-26,UAG    ,0.0,Constancia,SI
535582,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
544487,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
537968,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
535537,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
547192,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
551315,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
559915,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
562751,CAPACITACION A TUTORES    ,2016-08-15,2016-08-19,UAG    ,0.0,Constancia,SI
550141,CAPACITACION A TUTORES    ,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
567897,MEDICO ,2010-08-24,2016-08-24,UAG    ,0.0,Titulo,SI
568676,ENFERMERIA ,2012-08-23,2015-08-23,UAG    ,0.0,Certificado,SI
548270,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
568346,,1993-08-23,1997-08-23,UAG    ,0.0,Titulo,SI
567615,,2012-08-23,2015-08-23,UAG    ,0.0,Titulo,SI
534428,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
537731,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
539337,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
562627,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
534435,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
542733,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
535654,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
537597,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
567907,T.P. ENFERMERIA GRAL.,2012-08-15,2014-08-15,UAG    ,0.0,Titulo,SI
567031,ING. BIOTECNOLOGO AMBIENTAL,1992-08-18,1996-08-18,UAG    ,0.0,Titulo,SI
534129,ORTOGRAFIA Y REDACCION,2016-07-18,2016-07-28,UAG    ,0.0,Constancia,SI
562603,ORTOGRAFIA Y REDACCION,2016-07-18,2016-07-28,UAG    ,0.0,Constancia,SI
544236,ORTOGRAFIA Y REDACCION,2016-07-18,2016-07-28,UAG    ,0.0,Constancia,SI
548603,EXCEL INTERMEDIO,2016-08-01,2016-08-12,UAG    ,0.0,Constancia,SI
566953,INDUCCION UAG,2016-08-19,2016-08-20,UAG    ,0.0,N/I,SI
541002,INSTRUMENTOS DE EVALUACION DEL APRENDIZAJE POR COMPETENCIAS ,2016-06-09,2016-06-13,UAG    ,0.0,Constancia,SI
547185,INDUCCION UAG,2016-07-22,2016-07-23,UAG    ,0.0,Constancia,SI
563042,PLANEACION DE MEDIOS,2016-07-01,2016-08-12,UAG    ,0.0,Constancia,SI
542654,PLANEACION DE MEDIOS,2016-07-01,2016-08-12,UAG    ,0.0,Constancia,SI
562191,MODELO DE LIDERAZGO UAG,2016-08-10,2016-08-11,UAG    ,0.0,Constancia,SI
554460,ORTOGRAFIA Y REDACCION,2016-07-18,2016-07-28,UAG    ,0.0,Constancia,SI
553557,ORTOGRAFIA Y REDACCION,2016-07-18,2016-07-28,UAG    ,0.0,Constancia,SI
548074,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-05-07,2016-05-08,UAG    ,0.0,Constancia,SI
548452,TEAMBUILDING INTEGRACION Y COMUNICACION,,,UAG    ,0.0,Constancia,SI
549035,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-05-07,2016-05-08,UAG    ,0.0,Constancia,SI
535719,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-05-07,2016-05-08,UAG    ,0.0,Constancia,SI
532248,TEAM BUILDING INTEGRACION & COMPROMISO,2016-05-07,2016-05-08,UAG    ,0.0,Constancia,SI
533285,EDICION DE IMAGENES VECTORIALES/ ILUSTRADOR BASICO,2016-08-22,2016-08-26,UAG    ,0.0,Constancia,SI
567017,EDICION DE IMAGENES VECTORIALES/ ILUSTRADOR BASICO,2016-08-22,2016-08-26,UAG    ,0.0,Constancia,SI
564072,EDICION DE IMAGENES VECTORIALES/ ILUSTRADOR BASICO,2016-08-22,2016-08-26,UAG    ,0.0,Constancia,SI
552668,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-08-18,2016-08-19,UAG    ,0.0,Constancia,SI
534466,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
537346,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-08-23,2016-08-24,UAG    ,0.0,Constancia,SI
537391,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-08-23,2016-08-24,UAG    ,0.0,Constancia,SI
537418,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
537669,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-07-23,2016-07-24,UAG    ,0.0,Constancia,SI
537865,TEAM BUILDING INTEGRACION & COMPROMISO,2016-05-07,2016-05-08,UAG    ,0.0,Constancia,SI
537786,TEAM BUILDING INTEGRACION & COMPROMISO,2016-05-07,2016-05-08,UAG    ,0.0,Constancia,SI
542991,TEAM BUILDING INTEGRACION & COMPROMISO,2016-05-07,2016-05-08,UAG    ,0.0,Constancia,SI
562988,TEAM BUILDING INTEGRACION & COMPROMISO,2016-05-07,2016-05-08,UAG    ,0.0,Constancia,SI
553557,ENFOCADOS EN EL CLIENTE,2016-08-25,2016-09-01,UAG    ,0.0,Constancia,SI
536127,ENFOCADOS EN EL CLIENTE,2016-08-25,2016-09-01,UAG    ,0.0,Constancia,SI
541411,TEAM BUILDING INTEGRACION & COMPROMISO,,,UAG    ,0.0,Constancia,SI
533034,ORDEN Y LIMPIEZA,2016-08-08,2016-08-17,UAG    ,0.0,Constancia,SI
540498,ORDEN Y LIMPIEZA,2016-08-08,2016-08-17,UAG    ,0.0,Constancia,SI
533780,ORDEN Y LIMPIEZA,2016-08-08,2016-08-17,UAG    ,0.0,Constancia,SI
532592,TEAMBUILDING INTEGRACION Y COMUNICACION,2016-08-18,2016-08-19,UAG    ,0.0,Constancia,SI
568195,,1979-08-30,1984-08-30,UAG    ,0.0,Titulo,SI
534095,WORD BASICO,2016-08-15,2016-08-29,UAG    ,0.0,Constancia,SI
552321,WORD BASICO,2016-08-15,2016-08-29,UAG    ,0.0,Constancia,SI
551810,WORD BASICO,2016-08-15,2016-08-29,UAG    ,0.0,Constancia,SI
539636,POWER POINT BASICO,2016-08-15,2016-08-29,UAG    ,0.0,Constancia,SI
555586,POWER POINT BASICO,2016-08-15,2016-08-29,UAG    ,0.0,Constancia,SI
540890,ENFOCADOS EN EL CLIENTE,2016-08-16,2016-08-19,UAG    ,0.0,Constancia,SI
538699,ENFOCADOS EN EL CLIENTE,2016-08-16,2016-08-19,UAG    ,0.0,Constancia,SI
541813,ENFOCADOS AL COLABORADOR,2016-08-07,2016-08-12,UAG    ,0.0,Constancia,SI
551865,ENFOCADOS EN EL CLIENTE,2016-08-07,2016-08-12,UAG    ,0.0,Constancia,SI
552053,ENFOCADOS EN EL CLIENTE,2016-08-07,2016-08-12,UAG    ,0.0,Constancia,SI
533443,ENFOCADOS AL COLABORADOR,2016-08-16,2016-08-19,UAG    ,0.0,Constancia,SI
548438,ENFOCADOS EN EL CLIENTE,2016-08-16,2016-08-19,UAG    ,0.0,Constancia,SI
553320,GENERALIDADES DEL SEGURO SOCIAL,2016-04-19,2016-04-20,UAG    ,0.0,Constancia,SI
554398,GENERALIDADES DEL SEGURO SOCIAL,,,UAG    ,0.0,Constancia,SI
543419,GENERALIDADES DEL SEGURO SOCIAL,2016-04-19,2016-04-20,UAG    ,0.0,Constancia,SI
555005,GENERALIDADES DEL SEGURO SOCIAL,2016-04-19,2016-04-20,UAG    ,0.0,Constancia,SI
559647,GENERALIDADES DEL SEGURO SOCIAL,2016-04-19,2016-04-20,UAG    ,0.0,Constancia,SI
553595,INTERPRETACION DE LA NORMA ISO 9001:2015,2016-06-21,2016-06-22,UAG    ,0.0,Constancia,SI
555562,TEMAS ESPECIALES DE PSICOLOGIA EDUCATIVA,2015-11-27,2016-06-24,UAG    ,0.0,Constancia,SI
546894,TEMAS ESPECIALES DE PSICOLOGIA EDUCATIVA,2015-11-27,2016-06-24,UAG    ,0.0,Constancia,SI
556176,TEMAS ESPECIALES DE PSICOLOGIA EDUCATIVA,2015-11-27,2016-06-24,UAG    ,0.0,Constancia,SI
547415,TEMAS ESPECIALES DE PSICOLOGIA EDUCATIVA,2015-11-27,2016-06-24,UAG    ,0.0,Constancia,SI
551834,ENFOCADOS EN EL CLIENTE,2016-08-25,2016-09-01,UAG    ,0.0,Constancia,SI
545118,ENFOCADOS EN EL CLIENTE,2016-08-25,2016-09-01,UAG    ,0.0,Constancia,SI
565019,ENFOCADOS EN EL CLIENTE,2016-08-25,2016-09-01,UAG    ,0.0,Constancia,SI
559207,ENFOCADOS EN EL CLIENTE,2016-08-25,2016-09-01,UAG    ,0.0,Constancia,NO
537669,ENFOCADOS EN EL CLIENTE,2016-08-25,2016-09-01,UAG    ,0.0,Constancia,SI
564773,ENFOCADOS EN EL CLIENTE,2016-08-25,2016-09-01,UAG    ,0.0,Constancia,SI
564405,ENFOCADOS EN EL CLIENTE,2016-08-25,2016-09-01,UAG    ,0.0,Constancia,SI
536172,ENFOCADOS EN EL CLIENTE,2016-08-25,2016-09-01,UAG    ,0.0,Constancia,SI
564096,ENFOCADOS EN EL CLIENTE,2016-08-25,2016-09-01,UAG    ,0.0,Constancia,SI
548586,ENFOCADOS EN EL CLIENTE,2016-08-25,2016-09-01,UAG    ,0.0,Constancia,SI
562744,ENFOCADOS EN EL CLIENTE,2016-08-25,2016-09-01,UAG    ,0.0,Constancia,SI
543952,TEMAS ESPECIALES DE PSICOLOGIA EDUCATIVA,2015-11-27,2016-06-24,UAG    ,0.0,Constancia,SI
532145,TEAM BUILDING INTEGRACION & COMPROMISO,,,UAG    ,0.0,Constancia,SI
542049,TEAM BUILDING INTEGRACION & COMPROMISO,,,UAG    ,0.0,Constancia,SI
544896,TEAM BUILDING INTEGRACION & COMPROMISO,,,UAG    ,0.0,Constancia,SI
533711,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
551573,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
538534,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
559881,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
550206,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
540845,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
563695,INDUCCION UAG ,2016-05-04,2016-05-05,UAG    ,0.0,Constancia,NO
537999,INDUCCION UAG,2016-05-04,2016-05-05,UAG    ,0.0,Constancia,SI
549798,INDUCCION UAG,2016-05-04,2016-05-05,UAG    ,0.0,Constancia,SI
560423,INDUCCION UAG,2016-05-04,2016-05-05,UAG    ,0.0,Constancia,SI
538187,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
561745,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
564041,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
556389,INDUCCION UAG,2016-05-04,2016-05-05,UAG    ,0.0,Constancia,SI
563516,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
565167,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
561934,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
552682,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
551573,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
538534,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
559881,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
550206,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
540845,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
563516,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
548029,INDUCCION UAG,2016-06-18,2016-06-19,UAG    ,0.0,Constancia,SI
548225,INDUCCION UAG,2016-06-18,2016-06-19,UAG    ,0.0,Constancia,SI
539595,INDUCCION UAG,2016-06-18,2016-06-19,UAG    ,0.0,Constancia,SI
554879,INDUCCION UAG,2016-06-18,2016-06-19,UAG    ,0.0,Constancia,SI
537913,INDUCCION UAG,2016-05-04,2016-05-05,UAG    ,0.0,Constancia,SI
539571,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
542331,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
560289,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
555816,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
561305,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
550158,ENFOCADOS EN EL CLIENTE,2016-06-14,2016-06-17,UAG    ,0.0,Constancia,SI
551669,ENFOCADOS EN EL CLIENTE,2016-06-14,2016-06-17,UAG    ,0.0,Constancia,SI
560124,ENFOCADOS EN EL CLIENTE,2016-06-14,2016-06-17,UAG    ,0.0,Constancia,SI
546337,ENFOCADOS EN EL CLIENTE,2016-06-14,2016-06-17,UAG    ,0.0,Constancia,SI
543471,ENFOCADOS EN EL CLIENTE,2016-06-14,2016-06-17,UAG    ,0.0,Constancia,SI
533357,ENFOCADOS EN EL CLIENTE,2016-06-14,2016-06-17,UAG    ,0.0,Constancia,SI
551212,ENFOCADOS EN EL CLIENTE,2016-06-14,2016-06-17,UAG    ,0.0,Constancia,SI
554240,ENFOCADOS EN EL CLIENTE,2016-06-14,2016-06-17,UAG    ,0.0,Constancia,SI
554123,ENFOCADOS EN EL CLIENTE,2016-06-14,2016-06-17,UAG    ,0.0,Constancia,SI
550196,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
538943,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
553375,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
560162,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
551858,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
555885,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
563736,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
533711,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
540625,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
538204,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
545534,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
560966,INDUCCION UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
550196,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
548036,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
553375,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
560162,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
551858,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
545534,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
538204,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
540625,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
538022,EXCEL AVANZADO PARA INGENIEROS,2016-05-09,2016-05-13,UAG    ,0.0,Constancia,SI
547130,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
562902,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
550189,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
552723,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
557481,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
538936,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
561116,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
557319,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
559805,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
544126,INDUCCION UAG,2016-05-06,2016-05-07,UAG    ,0.0,Constancia,SI
563262,ORTOGRAFIA Y REDACCION,2016-06-13,2016-06-28,UAG    ,0.0,Constancia,SI
544054,ENFOCADOS EN EL CLIENTE,2016-06-20,2016-06-24,UAG    ,0.0,Constancia,SI
541648,ENFOCADOS EN EL CLIENTE,2016-06-20,2016-06-24,UAG    ,0.0,Constancia,SI
535128,ENFOCADOS EN EL CLIENTE,2016-06-20,2016-06-24,UAG    ,0.0,Constancia,SI
551566,EXCEL INTERMEDIO,2016-06-14,2016-06-27,UAG    ,0.0,Constancia,SI
549839,EXCEL INTERMEDIO,2016-06-14,2016-06-27,UAG    ,0.0,Constancia,SI
562751,ENFOCADOS EN EL CLIENTE,2016-06-20,2016-06-24,UAG    ,0.0,Constancia,SI
554202,ENFOCADOS EN EL CLIENTE,2016-06-20,2016-06-24,UAG    ,0.0,Constancia,SI
550402,ENFOCADOS EN EL CLIENTE,2016-06-20,2016-06-24,UAG    ,0.0,Constancia,SI
554202,IMAGEN PROFESIONAL ,2016-06-13,2016-06-20,UAG    ,0.0,Constancia,SI
562751,IMAGEN PROFESIONAL ,2016-06-13,2016-06-20,UAG    ,0.0,Constancia,SI
552187,IMAGEN PROFESIONAL ,2016-06-13,2016-06-20,UAG    ,0.0,Constancia,SI
545084,PENSAMIENTO FILOSOFICO UAG,2016-06-06,2016-06-21,UAG    ,0.0,Constancia,SI
538314,TEAM BUILDING INTEGRACION Y COMPROMISO UAG,2016-06-18,2016-06-19,UAG    ,0.0,Constancia,SI
542331,TEAM BUILDING INTEGRACION Y COMPROMISO UAG,2016-06-18,2016-06-19,UAG    ,0.0,Constancia,SI
560193,TEAM BUILDING INTEGRACION Y COMPROMISO UAG,2016-06-18,2016-06-19,UAG    ,0.0,Constancia,SI
563891,TEAM BUILDING INTEGRACION Y COMPROMISO UAG,2016-06-18,2016-06-19,UAG    ,0.0,Constancia,SI
533656,TEAM BUILDING INTEGRACION Y COMPROMISO UAG,2016-06-18,2016-06-19,UAG    ,0.0,Constancia,SI
563592,TEAM BUILDING INTEGRACION Y COMPROMISO UAG,2016-06-18,2016-06-19,UAG    ,0.0,Constancia,SI
557481,INGLES A2,2016-02-11,2016-06-21,UAG    ,0.0,Constancia,SI
557508,INGLES A2 ,2016-02-11,2016-06-21,UAG    ,0.0,Certificado,SI
557869,INGLES A2,2016-02-11,2016-06-21,UAG    ,0.0,Constancia,SI
555696,INGLES A2,2016-02-11,2016-06-21,UAG    ,0.0,Constancia,SI
548964,INTRODUCCION Y DOCUMENTACION PARA EL SISTEMA DE GESTION DE CALIDAD,2016-06-08,2016-06-15,UAG    ,0.0,Constancia,SI
565648,,2013-06-23,2016-06-23,UAG    ,0.0,Certificado,SI
569840,,1989-06-24,1993-06-24,UAG    ,0.0,Titulo,SI
556736,,2013-06-24,2015-06-24,UAG    ,0.0,Certificado,SI
566829,TERAPIA FISICA,2010-07-07,2012-07-07,UAG    ,0.0,Titulo,SI
566812,TERAPIA FISICA,2010-07-07,2013-07-07,UAG    ,0.0,Titulo,SI
550251,ENFOCADOS EN EL CLIENTE,2016-06-27,2016-07-01,UAG    ,0.0,Constancia,NO
563530,ENFOCADOS EN EL CLIENTE,2016-06-27,2016-07-01,UAG    ,0.0,Constancia,SI
556743,ENFOCADOS EN EL CLIENTE,2016-06-27,2016-07-01,UAG    ,0.0,Constancia,SI
541734,ENFOCADOS EN EL CLIENTE,2016-06-27,2016-07-01,UAG    ,0.0,Constancia,SI
550323,ENFOCADOS EN EL CLIENTE,2016-06-27,2016-07-01,UAG    ,0.0,Constancia,SI
551061,ENFOCADOS EN EL CLIENTE,2016-06-27,2016-07-01,UAG    ,0.0,Constancia,SI
561484,ENFOCADOS EN EL CLIENTE,2016-06-27,2016-07-01,UAG    ,0.0,Constancia,SI
563475,ENFOCADOS EN EL CLIENTE,2016-06-27,2016-07-01,UAG    ,0.0,Constancia,SI
563671,ENFOCADOS EN EL CLIENTE,2016-06-27,2016-07-01,UAG    ,0.0,Constancia,SI
552187,ENFOCADOS EN EL CLIENTE,2016-06-27,2016-07-01,UAG    ,0.0,Constancia,SI
565569,,2011-07-12,2014-07-12,UAG    ,0.0,Certificado,SI
538596,PENSAMIENTO FILOSOFICO UAG,2016-06-20,2016-07-01,UAG    ,0.0,Constancia,SI
540498,PENSAMIENTO FILOSOFICO UAG,2016-06-20,2016-07-01,UAG    ,0.0,Constancia,SI
564144,PENSAMIENTO FILOSOFICO UAG,2016-06-20,2016-07-01,UAG    ,0.0,Constancia,SI
555775,PENSAMIENTO FILOSOFICO UAG,2016-06-20,2016-07-01,UAG    ,0.0,Constancia,SI
562201,PENSAMIENTO FILOSOFICO UAG,2016-06-20,2016-07-01,UAG    ,0.0,Constancia,SI
534617,PENSAMIENTO FILOSOFICO UAG,2016-06-20,2016-07-01,UAG    ,0.0,Constancia,SI
541057,TALLER DE INTEGRACION Y COMPROMISO,2016-07-02,2016-07-03,UAG    ,0.0,Constancia,SI
559953,ORTOGRAFIA Y REDACCION,2016-06-24,2016-06-30,UAG    ,0.0,Constancia,SI
550385,ORTOGRAFIA Y REDACCION,2016-06-24,2016-06-30,UAG    ,0.0,Constancia,SI
561226,ORTOGRAFIA Y REDACCION,2016-06-24,2016-06-30,UAG    ,0.0,Constancia,SI
553502,ORTOGRAFIA Y REDACCION,2016-06-24,2016-06-30,UAG    ,0.0,Constancia,SI
567488,NUTRICION     ,2010-07-04,2014-07-04,UAG    ,0.0,Titulo,SI
578965,ALTA DIRECCION,,,UAG    ,0.0,Diploma,SI
565167,MODELO DE LIDERAZGO UAG,2016-06-17,2016-06-18,UAG    ,0.0,Constancia,SI
555586,WORD BASICO,2016-06-20,2016-07-01,UAG    ,0.0,Constancia,SI
553928,WORD BASICO,2016-06-20,2016-07-01,UAG    ,0.0,Constancia,SI
561879,WORD BASICO,2016-06-20,2016-07-01,UAG    ,0.0,Constancia,SI
553186,POWER POINT BASICO,2016-06-20,2016-07-01,UAG    ,0.0,Constancia,SI
554666,POWER POINT BASICO,2016-06-20,2016-07-01,UAG    ,0.0,Constancia,SI
534349,POWER POINT BASICO,2016-06-20,2016-07-01,UAG    ,0.0,Constancia,SI
539849,POWER POINT BASICO,2016-06-20,2016-07-01,UAG    ,0.0,Constancia,SI
551889,POWER POINT BASICO,2016-06-20,2016-07-01,UAG    ,0.0,Constancia,SI
549482,POWER POINT BASICO,2016-06-20,2016-07-01,UAG    ,0.0,Constancia,SI
